Geneid,X155L6_featureCounts,X195R2_featureCounts,X241L1_featureCounts,X242R4_featureCounts
ENSMUSG00000097482.4,0,0,2,6
ENSMUSG00000101214.2,23,32,27,34
ENSMUSG00000056536.15,5904,5089,4710,4459
ENSMUSG00000100672.2,30,36,34,16
ENSMUSG00000101219.2,11,14,19,13
ENSMUSG00002075378.1,0,0,0,0
ENSMUSG00000101656.2,31,51,35,44
ENSMUSG00000026319.14,4827,4608,4000,4134
ENSMUSG00000104044.2,339,295,241,319
ENSMUSG00000101330.2,42,43,38,49
ENSMUSG00000026321.9,688,393,500,503
ENSMUSG00000102690.2,2,6,6,2
ENSMUSG00000118795.2,9,2,7,2
ENSMUSG00000099448.2,4,16,8,5
ENSMUSG00000099843.3,429,463,378,265
ENSMUSG00000038866.16,10033,8935,7654,7397
ENSMUSG00000102501.2,93,57,77,60
ENSMUSG00000097612.2,55,27,23,30
ENSMUSG00000101583.2,12,29,30,21
ENSMUSG00000044340.8,5485,5442,4961,5466
ENSMUSG00000103291.2,483,594,589,671
ENSMUSG00000100247.2,24,24,27,23
ENSMUSG00000099604.2,2,1,6,0
ENSMUSG00000057329.8,763,727,534,527
ENSMUSG00000054006.15,16,14,5,19
ENSMUSG00000098344.3,0,4,0,0
ENSMUSG00000103348.2,47,28,33,25
ENSMUSG00000009905.6,19356,13889,11313,11025
ENSMUSG00000009907.18,12082,10821,8615,8468
ENSMUSG00000067006.13,28,26,6,0
ENSMUSG00000083613.2,0,0,0,0
ENSMUSG00000059956.15,1,4,0,0
ENSMUSG00000048775.11,0,0,0,0
ENSMUSG00000084228.2,0,0,0,0
ENSMUSG00000044594.15,0,0,0,0
ENSMUSG00000058017.7,0,0,0,0
ENSMUSG00000083884.2,0,0,0,1
ENSMUSG00000073602.11,0,0,0,0
ENSMUSG00000080729.2,1,0,0,0
ENSMUSG00000081114.2,0,0,0,0
ENSMUSG00000073601.3,0,0,0,0
ENSMUSG00000084189.2,0,0,0,2
ENSMUSG00000026327.9,10,16,4,0
ENSMUSG00000087210.2,0,0,0,0
ENSMUSG00000067001.12,0,0,0,0
ENSMUSG00000089278.3,0,0,0,0
ENSMUSG00000062345.11,10,10,3,5
ENSMUSG00000092572.9,10,0,2,6
ENSMUSG00000026315.14,429,242,197,252
ENSMUSG00000086161.2,0,0,0,0
ENSMUSG00000119815.1,0,0,0,0
ENSMUSG00000077237.3,0,0,0,0
ENSMUSG00000100457.8,3,0,2,0
ENSMUSG00000101477.2,0,0,0,0
ENSMUSG00000099484.2,0,0,0,0
ENSMUSG00000100041.2,0,0,1,0
ENSMUSG00000104478.2,0,0,0,0
ENSMUSG00000101231.2,0,0,0,0
ENSMUSG00000101097.2,0,0,0,0
ENSMUSG00000100831.2,0,0,0,0
ENSMUSG00000100884.2,0,0,0,0
ENSMUSG00000089037.3,0,0,0,0
ENSMUSG00002076531.1,0,0,0,0
ENSMUSG00000100025.2,71,58,38,68
ENSMUSG00000026312.18,8,0,2,2
ENSMUSG00000100290.2,0,0,0,0
ENSMUSG00000100758.2,0,0,0,0
ENSMUSG00000099926.2,0,0,0,0
ENSMUSG00000047216.9,60,40,10,35
ENSMUSG00000102788.2,0,0,0,0
ENSMUSG00000102160.2,0,0,0,0
ENSMUSG00000101253.2,0,0,0,0
ENSMUSG00000101846.2,0,0,0,0
ENSMUSG00000100555.2,32,10,6,22
ENSMUSG00000102728.2,14,4,1,5
ENSMUSG00000038702.7,1516,1160,906,963
ENSMUSG00000101875.2,0,0,0,0
ENSMUSG00000099732.3,0,0,0,1
ENSMUSG00000101220.2,0,0,0,0
ENSMUSG00000100020.2,0,0,0,0
ENSMUSG00000101054.2,0,2,0,15
ENSMUSG00000088691.3,0,0,0,0
ENSMUSG00000099884.2,0,0,0,0
ENSMUSG00000100304.2,0,0,0,0
ENSMUSG00000101453.2,0,0,0,0
ENSMUSG00000102105.2,0,0,0,0
ENSMUSG00000099943.2,0,0,0,0
ENSMUSG00002075119.1,0,0,0,0
ENSMUSG00000097648.2,0,0,0,0
ENSMUSG00000101687.2,2,0,0,0
ENSMUSG00000121618.1,0,0,0,0
ENSMUSG00000100515.8,0,0,0,0
ENSMUSG00000070695.5,0,2,0,4
ENSMUSG00002076179.1,0,0,0,0
ENSMUSG00000102033.2,0,0,0,0
ENSMUSG00000094429.3,2,0,0,0
ENSMUSG00000101154.2,0,4,0,0
ENSMUSG00000065865.3,0,0,0,0
ENSMUSG00002076328.1,0,0,0,0
ENSMUSG00000101573.2,0,0,2,0
ENSMUSG00000107979.2,0,0,0,0
ENSMUSG00000101373.3,2,4,0,0
ENSMUSG00000099615.2,0,0,0,0
ENSMUSG00000100265.3,2,2,0,2
ENSMUSG00000100527.2,0,0,0,0
ENSMUSG00000099571.2,0,2,0,0
ENSMUSG00000101303.2,0,0,0,0
ENSMUSG00000100305.3,0,0,0,0
ENSMUSG00000099534.2,0,0,0,6
ENSMUSG00000100886.2,0,0,0,0
ENSMUSG00000101415.3,0,0,2,2
ENSMUSG00000100617.2,0,0,0,0
ENSMUSG00000121287.1,0,0,0,0
ENSMUSG00000100703.8,0,0,0,0
ENSMUSG00000100177.2,0,0,0,0
ENSMUSG00000101363.2,0,0,0,0
ENSMUSG00000101590.2,0,0,0,0
ENSMUSG00000102030.2,53,57,36,41
ENSMUSG00000099870.2,7,15,6,3
ENSMUSG00000026374.15,5286,4813,4216,4247
ENSMUSG00000026377.13,2470,2474,2133,2151
ENSMUSG00000099936.2,8,4,8,5
ENSMUSG00000120092.1,22,53,46,39
ENSMUSG00000064302.15,9203,9723,8606,8936
ENSMUSG00000077257.3,17,8,13,6
ENSMUSG00000107722.2,36,38,43,25
ENSMUSG00000080542.3,0,0,0,0
ENSMUSG00000100770.2,87,128,79,108
ENSMUSG00000026380.11,943,865,644,702
ENSMUSG00002076551.1,2,1,0,0
ENSMUSG00000101624.2,2,1,0,0
ENSMUSG00000088363.3,0,0,0,0
ENSMUSG00000100040.2,0,0,0,0
ENSMUSG00000048402.15,154,105,132,164
ENSMUSG00000098273.3,1,7,0,0
ENSMUSG00000097408.2,2,0,0,0
ENSMUSG00000096939.2,0,0,0,0
ENSMUSG00000100767.2,2,1,1,1
ENSMUSG00000099860.2,1,5,0,0
ENSMUSG00000101179.2,7,2,0,4
ENSMUSG00000037035.6,28936,37710,26366,25164
ENSMUSG00000004451.15,14814,14658,12211,12056
ENSMUSG00000101437.2,90,125,108,128
ENSMUSG00000098447.3,47,46,43,37
ENSMUSG00000098923.2,5830,6775,5194,4840
ENSMUSG00000101731.2,115,244,137,264
ENSMUSG00000084505.4,0,0,0,0
ENSMUSG00000026383.15,5215,5563,4025,5064
ENSMUSG00000102687.2,86,50,31,66
ENSMUSG00000026384.14,7103,5870,6372,5873
ENSMUSG00000091876.2,22,11,21,28
ENSMUSG00000103146.2,373,415,467,365
ENSMUSG00000100436.2,0,0,0,0
ENSMUSG00000090277.2,32,50,23,23
ENSMUSG00000100042.2,1,2,2,0
ENSMUSG00000100636.2,13,6,14,11
ENSMUSG00000101224.2,49,32,36,44
ENSMUSG00000036975.6,1482,1445,1407,1340
ENSMUSG00000036962.13,22,17,17,11
ENSMUSG00000092245.2,0,4,0,0
ENSMUSG00000026387.16,795,1385,746,672
ENSMUSG00000050777.8,20181,25240,17763,18448
ENSMUSG00000026385.17,3300,2503,1854,1908
ENSMUSG00000026388.16,101,80,71,65
ENSMUSG00000026389.17,2363,1630,1897,1704
ENSMUSG00000036907.12,0,2,2,0
ENSMUSG00000101275.2,2,0,0,0
ENSMUSG00000026390.8,4,8,4,4
ENSMUSG00000058665.9,0,0,0,0
ENSMUSG00000099957.5,0,0,2,0
ENSMUSG00000101386.2,1,2,0,3
ENSMUSG00000101922.2,0,2,0,0
ENSMUSG00000100761.2,0,0,0,0
ENSMUSG00000099336.2,0,0,0,0
ENSMUSG00000100979.2,2,0,0,0
ENSMUSG00000102360.2,0,0,4,0
ENSMUSG00000097881.9,3,0,0,2
ENSMUSG00000101700.2,2,2,2,0
ENSMUSG00000104332.2,47,19,23,36
ENSMUSG00000003721.15,4184,3709,2652,2702
ENSMUSG00000104253.2,157,162,138,153
ENSMUSG00000101791.2,87,60,46,61
ENSMUSG00000026339.19,4013,3681,3078,3099
ENSMUSG00000085857.2,27,14,7,27
ENSMUSG00000083582.2,0,2,2,4
ENSMUSG00000050534.9,14,10,6,10
ENSMUSG00000081130.2,0,0,0,0
ENSMUSG00000001674.12,1994,1911,1606,1642
ENSMUSG00000102006.2,0,0,0,0
ENSMUSG00000102488.2,0,0,0,0
ENSMUSG00000083584.2,0,0,0,0
ENSMUSG00000100913.2,0,0,2,0
ENSMUSG00002076253.1,0,0,0,0
ENSMUSG00000099960.2,0,0,0,0
ENSMUSG00000089274.3,0,0,0,0
ENSMUSG00000103263.2,0,0,0,0
ENSMUSG00000089190.3,0,0,0,0
ENSMUSG00000099451.2,0,0,0,0
ENSMUSG00000104180.2,0,0,0,0
ENSMUSG00000100762.2,0,0,4,0
ENSMUSG00000100405.2,0,0,0,0
ENSMUSG00000100525.2,0,0,0,0
ENSMUSG00000101495.2,0,0,0,0
ENSMUSG00000036815.18,0,6,0,2
ENSMUSG00000102801.2,0,2,0,0
ENSMUSG00000102681.2,0,0,0,0
ENSMUSG00000077472.3,0,0,0,0
ENSMUSG00000104410.2,0,0,0,0
ENSMUSG00000102521.2,0,0,0,2
ENSMUSG00000104205.2,0,0,0,0
ENSMUSG00000102902.2,0,0,0,0
ENSMUSG00000101985.2,0,0,0,0
ENSMUSG00000101994.2,0,0,0,0
ENSMUSG00000102940.2,0,0,0,2
ENSMUSG00000103914.2,4,2,0,4
ENSMUSG00000065340.3,0,0,0,0
ENSMUSG00000101006.2,0,0,0,0
ENSMUSG00000102240.2,0,0,2,0
ENSMUSG00000099574.2,0,0,0,0
ENSMUSG00000026341.17,24485,20499,18482,16856
ENSMUSG00000121266.1,9,4,6,16
ENSMUSG00000102063.2,0,0,0,0
ENSMUSG00000026342.11,16302,14384,12646,12647
ENSMUSG00000101015.2,0,0,0,0
ENSMUSG00000026343.7,139,202,102,192
ENSMUSG00000026344.10,4,25,10,17
ENSMUSG00000049690.16,660,600,379,557
ENSMUSG00000104519.2,21,14,14,28
ENSMUSG00000102723.2,10,18,25,27
ENSMUSG00000103824.2,12,17,23,23
ENSMUSG00000101600.2,0,0,0,0
ENSMUSG00000101385.2,0,1,0,0
ENSMUSG00000036155.14,16013,15177,14133,14287
ENSMUSG00000104039.2,63,86,138,131
ENSMUSG00000104378.2,535,587,749,744
ENSMUSG00000099471.2,138,124,103,150
ENSMUSG00000106307.3,0,0,0,0
ENSMUSG00002075922.1,0,0,0,0
ENSMUSG00000065687.3,26,34,20,11
ENSMUSG00000103390.2,33,41,39,19
ENSMUSG00000026347.14,106,55,55,54
ENSMUSG00000121232.1,0,0,0,0
ENSMUSG00000026348.8,74,61,48,48
ENSMUSG00000102014.2,0,4,1,2
ENSMUSG00000026349.15,7397,7021,5755,6194
ENSMUSG00000051590.11,86,69,35,71
ENSMUSG00000036104.13,6561,5974,4975,4982
ENSMUSG00000036086.17,300,365,290,319
ENSMUSG00000099760.2,45,46,49,50
ENSMUSG00000104164.2,234,211,164,173
ENSMUSG00000058603.11,3340,2602,2200,2724
ENSMUSG00000102782.2,63,102,63,49
ENSMUSG00000103999.2,28,42,30,18
ENSMUSG00000056211.14,9118,8824,7666,6877
ENSMUSG00000101535.2,89,71,44,59
ENSMUSG00000104239.2,159,172,163,157
ENSMUSG00000102179.2,168,213,117,126
ENSMUSG00000103497.2,136,155,125,102
ENSMUSG00000065520.4,15,13,18,14
ENSMUSG00000026353.10,13204,12582,10404,10518
ENSMUSG00000026354.9,57,52,51,30
ENSMUSG00000026355.12,2405,2299,1977,2031
ENSMUSG00000026356.16,4347,3730,3443,3377
ENSMUSG00000088196.3,0,0,0,0
ENSMUSG00000100152.2,0,0,0,0
ENSMUSG00000100941.2,0,0,0,0
ENSMUSG00000088432.4,0,0,0,0
ENSMUSG00000100078.2,201,170,111,138
ENSMUSG00000045382.7,426,340,294,276
ENSMUSG00000121003.1,0,1,4,0
ENSMUSG00000099403.2,0,0,0,0
ENSMUSG00000097283.2,2,0,4,2
ENSMUSG00000064737.3,0,0,0,0
ENSMUSG00000042581.15,29,38,27,27
ENSMUSG00000103742.2,2,4,0,0
ENSMUSG00000103637.2,0,0,2,0
ENSMUSG00000121239.1,2,2,2,4
ENSMUSG00000104130.2,2,0,4,2
ENSMUSG00000089648.2,206,207,128,178
ENSMUSG00000094122.2,2,6,2,6
ENSMUSG00000102800.2,0,0,4,0
ENSMUSG00000103803.2,0,0,4,2
ENSMUSG00000103281.2,0,0,0,0
ENSMUSG00000100623.2,2,2,2,0
ENSMUSG00000086633.2,0,0,0,0
ENSMUSG00000026401.16,60,62,32,25
ENSMUSG00000087691.2,312,186,166,152
ENSMUSG00000086825.2,596,449,251,160
ENSMUSG00000026399.13,18095,12629,7907,5778
ENSMUSG00000085526.3,101,100,54,79
ENSMUSG00000102139.2,31,25,34,30
ENSMUSG00000103751.2,25,23,22,24
ENSMUSG00000042554.11,0,2,7,0
ENSMUSG00000064395.3,0,0,0,0
ENSMUSG00000026405.15,8,12,5,10
ENSMUSG00000101904.2,11,17,10,11
ENSMUSG00000100257.2,34,28,22,21
ENSMUSG00000026409.15,1483,1297,1147,1140
ENSMUSG00000046404.6,3526,2691,2530,2332
ENSMUSG00000104515.2,71,40,46,42
ENSMUSG00000042510.8,1320,1177,1157,1407
ENSMUSG00000121271.1,39,47,41,22
ENSMUSG00000099556.3,38,48,40,49
ENSMUSG00000100106.2,0,2,2,6
ENSMUSG00000026415.12,10,4,3,1
ENSMUSG00000086706.9,0,0,2,0
ENSMUSG00000026417.14,776,179,20,17
ENSMUSG00000042474.7,29,26,38,29
ENSMUSG00000026420.17,10,0,4,2
ENSMUSG00000026416.13,0,2,0,0
ENSMUSG00000016524.13,0,2,0,2
ENSMUSG00000016529.6,9,5,7,2
ENSMUSG00000016528.11,14636,13727,11402,12086
ENSMUSG00000088705.3,24,25,23,26
ENSMUSG00000102856.2,1401,1337,1241,1223
ENSMUSG00002075689.1,0,0,0,0
ENSMUSG00000016526.9,157,188,147,170
ENSMUSG00000026427.17,3553,3024,2589,2507
ENSMUSG00000026430.17,3783,2843,3391,3079
ENSMUSG00000101729.2,20,64,36,60
ENSMUSG00000042349.14,687,486,541,391
ENSMUSG00000102027.2,10,41,36,14
ENSMUSG00000102055.2,55,51,24,25
ENSMUSG00000026425.16,7483,5959,5858,5719
ENSMUSG00000102733.2,61,57,38,39
ENSMUSG00000104060.2,158,147,174,126
ENSMUSG00000101778.2,316,375,287,290
ENSMUSG00000099959.2,28,24,27,20
ENSMUSG00002076189.1,15,39,35,26
ENSMUSG00000055184.5,107,112,58,81
ENSMUSG00000026432.8,2,2,0,0
ENSMUSG00000095841.3,132,155,181,202
ENSMUSG00000004552.17,291,176,242,204
ENSMUSG00000052688.13,933,713,485,412
ENSMUSG00000042268.11,8,17,18,16
ENSMUSG00000042251.13,238,312,247,318
ENSMUSG00000013275.10,7914,7387,6518,6617
ENSMUSG00000026433.14,631,592,474,498
ENSMUSG00000100026.2,0,0,0,2
ENSMUSG00000026434.13,17471,15262,13765,14368
ENSMUSG00000103569.2,214,193,226,150
ENSMUSG00000103975.2,0,0,0,0
ENSMUSG00000100037.2,0,0,0,0
ENSMUSG00000026435.16,3875,3689,3544,3427
ENSMUSG00000026436.16,13620,14194,11850,11744
ENSMUSG00000059149.18,7771,8421,6773,7255
ENSMUSG00002075658.1,3,0,0,0
ENSMUSG00000103966.2,130,132,116,105
ENSMUSG00000026437.13,1968,1336,1130,938
ENSMUSG00000099874.2,0,2,0,1
ENSMUSG00000079330.11,4,13,22,7
ENSMUSG00000118219.3,38,0,0,11
ENSMUSG00000065435.3,0,0,0,0
ENSMUSG00000101549.2,4,11,2,8
ENSMUSG00000089808.4,13,10,7,7
ENSMUSG00000042115.5,260,131,151,138
ENSMUSG00000009772.16,643,660,370,588
ENSMUSG00000100658.3,542,564,330,416
ENSMUSG00000042066.17,1462,1084,1068,1254
ENSMUSG00000090079.2,17,9,11,4
ENSMUSG00000042046.16,8352,7603,6217,6839
ENSMUSG00000097760.3,71,58,18,36
ENSMUSG00000121278.1,7,3,9,4
ENSMUSG00000026439.15,3153,2970,2725,2445
ENSMUSG00000048174.3,200,193,141,199
ENSMUSG00000053024.15,46,58,28,28
ENSMUSG00000026442.15,73,158,65,76
ENSMUSG00000101126.2,0,0,6,0
ENSMUSG00000088911.3,2,1,0,1
ENSMUSG00000026443.4,1164,1051,1179,1120
ENSMUSG00002075842.1,0,7,2,3
ENSMUSG00000102709.2,24,47,48,67
ENSMUSG00000054387.14,12625,12498,10652,11054
ENSMUSG00000100228.2,22,40,29,6
ENSMUSG00000026447.18,4161,3616,3902,4167
ENSMUSG00000101102.3,240,180,197,229
ENSMUSG00000102425.2,154,156,169,105
ENSMUSG00000046062.6,26206,24815,20886,22235
ENSMUSG00000041757.18,14185,12951,12811,13189
ENSMUSG00000101693.2,312,301,341,327
ENSMUSG00000103421.2,164,80,114,88
ENSMUSG00000115958.2,1,4,8,2
ENSMUSG00000098306.10,0,0,0,0
ENSMUSG00000116158.3,0,0,0,0
ENSMUSG00000070645.6,39,16,4,34
ENSMUSG00000070644.14,199,190,118,172
ENSMUSG00000070643.12,2794,2470,2200,2553
ENSMUSG00000101004.2,2,0,0,0
ENSMUSG00000064814.3,2,4,10,8
ENSMUSG00000090553.9,418,304,354,401
ENSMUSG00000102976.7,9,5,3,7
ENSMUSG00000094410.9,32654,29022,26560,26495
ENSMUSG00000120455.1,18,5,5,15
ENSMUSG00000051998.15,211,119,163,87
ENSMUSG00000026463.18,9788,9237,7314,7512
ENSMUSG00000098606.3,0,0,0,0
ENSMUSG00000102509.2,196,149,104,162
ENSMUSG00000103166.2,0,0,0,0
ENSMUSG00000100830.2,0,2,1,0
ENSMUSG00000010311.16,208,22,30,41
ENSMUSG00000090208.2,14,8,5,18
ENSMUSG00000041577.6,10207,3029,3493,3135
ENSMUSG00000100987.2,2,6,7,13
ENSMUSG00000120798.1,26,10,10,14
ENSMUSG00000099507.2,0,0,0,0
ENSMUSG00000041559.8,1366,1225,1159,1494
ENSMUSG00000120043.1,98,31,47,88
ENSMUSG00000120884.1,12,7,9,6
ENSMUSG00000020423.7,15889,13107,13013,12544
ENSMUSG00000121237.1,11,24,26,15
ENSMUSG00000102380.2,94,114,98,136
ENSMUSG00000073559.3,0,0,2,0
ENSMUSG00000026450.15,46,50,38,30
ENSMUSG00000064246.11,63,73,78,57
ENSMUSG00000042451.13,17,30,29,13
ENSMUSG00000042429.10,388,398,424,483
ENSMUSG00000119277.1,0,0,0,0
ENSMUSG00000026459.6,4,4,7,0
ENSMUSG00000026458.14,425,526,485,484
ENSMUSG00000120099.1,10,8,10,20
ENSMUSG00000042305.13,6133,6074,5193,5023
ENSMUSG00000050526.6,10,12,30,11
ENSMUSG00000026456.19,2210,2422,1732,2000
ENSMUSG00000026457.15,25724,24895,20597,20953
ENSMUSG00000101061.2,51,69,76,54
ENSMUSG00000102722.2,16,27,25,13
ENSMUSG00000026455.15,2717,3548,2308,2554
ENSMUSG00000042229.10,3018,2734,2334,2502
ENSMUSG00000077202.3,11,15,1,14
ENSMUSG00000096712.2,9,11,3,18
ENSMUSG00000101955.2,16,5,5,6
ENSMUSG00000046367.11,22,20,15,2
ENSMUSG00000120829.1,6,8,6,0
ENSMUSG00000042207.18,22886,21647,19486,19936
ENSMUSG00000097435.2,6,2,10,0
ENSMUSG00000026452.16,64,16,6,28
ENSMUSG00000073557.13,4961,3176,2924,3206
ENSMUSG00000103614.2,272,192,167,229
ENSMUSG00002075458.1,17,10,9,23
ENSMUSG00000103976.2,571,564,372,454
ENSMUSG00000101168.2,77,57,37,67
ENSMUSG00000026429.10,89,45,67,50
ENSMUSG00000042793.14,736,115,152,49
ENSMUSG00000097993.9,38,23,14,24
ENSMUSG00000097988.2,2,0,4,0
ENSMUSG00000120719.1,0,0,0,0
ENSMUSG00000031506.12,115,69,38,53
ENSMUSG00000026426.11,4988,3913,3249,3087
ENSMUSG00002075149.1,87,76,64,81
ENSMUSG00000085311.2,197,160,124,119
ENSMUSG00000026424.9,10,6,0,0
ENSMUSG00000079139.5,4076,3637,3413,3814
ENSMUSG00000097680.2,90,113,64,123
ENSMUSG00000003051.14,4113,3307,3416,4275
ENSMUSG00000041926.16,2716,2817,2172,2672
ENSMUSG00000062580.10,3085,2897,2298,2483
ENSMUSG00000048096.8,1448,883,769,811
ENSMUSG00002075633.1,6,2,4,0
ENSMUSG00000041889.8,419,490,377,310
ENSMUSG00000041879.14,9020,8660,7319,6884
ENSMUSG00000100620.2,81,55,78,65
ENSMUSG00000009418.18,25781,20980,19058,17692
ENSMUSG00000093515.3,0,0,0,0
ENSMUSG00000102474.2,197,138,107,96
ENSMUSG00000104524.2,437,486,354,384
ENSMUSG00000054412.6,543,479,468,342
ENSMUSG00000120094.1,123,88,90,98
ENSMUSG00000026421.15,57309,44502,35705,35175
ENSMUSG00000041801.6,2835,3203,2198,2369
ENSMUSG00000026418.17,54,64,54,69
ENSMUSG00000041782.15,7217,6566,6004,6572
ENSMUSG00000026414.15,210,131,193,190
ENSMUSG00000101482.2,83,87,112,101
ENSMUSG00000026413.13,40,58,26,12
ENSMUSG00000102414.2,0,0,0,0
ENSMUSG00000051985.13,15,4,20,18
ENSMUSG00000026411.18,1776,1706,1204,1492
ENSMUSG00000120377.1,0,4,5,0
ENSMUSG00000097918.2,2,0,0,0
ENSMUSG00000026407.18,33,28,13,27
ENSMUSG00000102838.2,2,2,6,2
ENSMUSG00000102717.2,2,0,0,6
ENSMUSG00000086264.11,117,110,48,68
ENSMUSG00000041642.19,4331,4303,2983,2540
ENSMUSG00000087230.11,7,24,28,24
ENSMUSG00000041605.17,623,885,605,865
ENSMUSG00000097315.2,55,36,14,52
ENSMUSG00000103594.2,0,0,2,6
ENSMUSG00000102941.2,0,0,2,2
ENSMUSG00000097433.2,65,64,58,56
ENSMUSG00000052759.8,6,4,0,1
ENSMUSG00000041570.15,18823,15915,14947,14741
ENSMUSG00000097403.3,41,41,29,51
ENSMUSG00000026404.13,607,471,452,492
ENSMUSG00000041498.15,258,120,258,136
ENSMUSG00000099337.2,0,0,0,0
ENSMUSG00000101413.2,0,0,1,1
ENSMUSG00000104414.2,1,0,0,0
ENSMUSG00000120728.1,2,1,2,0
ENSMUSG00000104509.3,0,6,0,2
ENSMUSG00000104366.2,1,4,7,4
ENSMUSG00000097229.2,14,10,6,10
ENSMUSG00000041483.15,3233,3087,2666,2835
ENSMUSG00000097113.9,142,258,120,207
ENSMUSG00000097448.2,12,58,20,57
ENSMUSG00000092912.3,0,0,0,2
ENSMUSG00002076813.1,0,0,0,1
ENSMUSG00000104360.2,0,4,4,2
ENSMUSG00000103953.2,92,50,39,58
ENSMUSG00000104261.2,4,0,0,0
ENSMUSG00000026398.15,350,207,294,251
ENSMUSG00000088970.3,0,0,0,0
ENSMUSG00000077207.3,0,0,0,0
ENSMUSG00000102751.2,0,0,2,0
ENSMUSG00000102738.2,0,0,1,0
ENSMUSG00000088164.4,0,0,0,0
ENSMUSG00000103070.2,0,0,0,0
ENSMUSG00000088715.3,0,0,0,0
ENSMUSG00000103728.2,0,0,0,0
ENSMUSG00000104112.2,0,0,0,0
ENSMUSG00000098243.5,68,64,66,53
ENSMUSG00000104118.2,198,107,134,90
ENSMUSG00000098045.2,11,13,5,8
ENSMUSG00000103038.2,80,52,57,32
ENSMUSG00000102277.2,106,57,50,52
ENSMUSG00000098145.2,0,1,1,3
ENSMUSG00000102142.2,156,90,55,50
ENSMUSG00000104145.2,117,101,91,61
ENSMUSG00000103427.2,254,232,172,142
ENSMUSG00000065565.3,0,0,0,0
ENSMUSG00000098206.2,84,77,53,39
ENSMUSG00000065458.3,0,0,0,0
ENSMUSG00000104197.2,22,30,12,8
ENSMUSG00002075181.1,0,0,0,8
ENSMUSG00000026395.17,1445,934,717,754
ENSMUSG00000104291.2,97,78,59,55
ENSMUSG00000099656.3,0,0,0,0
ENSMUSG00000099459.3,0,0,0,0
ENSMUSG00000102822.2,0,0,0,0
ENSMUSG00000026394.6,0,0,0,2
ENSMUSG00000101793.2,0,0,0,0
ENSMUSG00000026393.11,14776,9691,7876,6948
ENSMUSG00000099510.3,44,22,21,35
ENSMUSG00000102651.2,235,176,111,196
ENSMUSG00000102448.2,403,284,243,241
ENSMUSG00000100459.7,0,0,0,0
ENSMUSG00000103152.2,1,0,0,0
ENSMUSG00000019230.15,0,15,2,0
ENSMUSG00000079283.3,196,160,184,134
ENSMUSG00000099808.3,1,4,0,0
ENSMUSG00002076567.1,0,0,0,0
ENSMUSG00000103850.2,0,0,0,0
ENSMUSG00000102365.2,50,48,35,26
ENSMUSG00000056268.16,12938,14441,11692,12144
ENSMUSG00000104436.2,507,536,462,404
ENSMUSG00000104900.2,90,126,66,117
ENSMUSG00000102626.2,120,129,83,68
ENSMUSG00000085361.3,118,75,101,116
ENSMUSG00000102157.2,389,521,449,488
ENSMUSG00000105936.2,271,345,251,270
ENSMUSG00000102451.2,481,398,387,428
ENSMUSG00000085481.2,59,116,92,117
ENSMUSG00000102243.2,203,271,189,235
ENSMUSG00000063681.15,9,3,15,12
ENSMUSG00000103844.2,0,0,2,0
ENSMUSG00000102661.2,0,0,0,0
ENSMUSG00000033964.13,3781,3436,3023,2772
ENSMUSG00000033952.15,390,276,329,270
ENSMUSG00000026368.7,70,53,18,105
ENSMUSG00000057037.9,4,1,6,0
ENSMUSG00000090623.4,0,0,0,4
ENSMUSG00000119797.1,0,0,0,0
ENSMUSG00000070594.11,14,2,11,0
ENSMUSG00000119360.1,0,0,0,0
ENSMUSG00000033898.18,12,0,1,1
ENSMUSG00000089991.3,28,1,4,1
ENSMUSG00000104496.2,435,411,436,401
ENSMUSG00000085867.2,21,0,0,0
ENSMUSG00000102905.2,8,3,0,0
ENSMUSG00000087930.3,4,0,0,0
ENSMUSG00000103691.2,6,0,0,0
ENSMUSG00000026365.16,4886,716,456,454
ENSMUSG00000052726.17,80,9,21,20
ENSMUSG00000102698.2,9,0,4,0
ENSMUSG00000102368.2,0,0,2,0
ENSMUSG00000102500.2,0,2,0,1
ENSMUSG00000095238.3,0,0,0,0
ENSMUSG00000118759.1,0,0,0,0
ENSMUSG00002075391.1,0,0,0,0
ENSMUSG00000102740.2,32,16,24,10
ENSMUSG00000104147.2,0,0,2,0
ENSMUSG00000103858.2,0,0,0,0
ENSMUSG00000099671.3,0,2,0,0
ENSMUSG00000103890.2,0,0,0,0
ENSMUSG00000101909.3,0,0,0,0
ENSMUSG00000102818.2,0,0,0,0
ENSMUSG00000101795.3,986,1038,854,912
ENSMUSG00000026361.10,25269,23385,19593,19930
ENSMUSG00000033849.4,3762,3668,3670,3677
ENSMUSG00000089640.2,475,435,350,462
ENSMUSG00000018196.19,1537,1539,1222,1339
ENSMUSG00000018199.10,5155,4646,3904,3881
ENSMUSG00000018189.13,1009,1032,783,788
ENSMUSG00000100455.2,278,236,155,181
ENSMUSG00000088323.3,0,0,0,0
ENSMUSG00000026360.10,2932,714,665,509
ENSMUSG00000051079.9,0,0,0,0
ENSMUSG00000100389.2,0,6,0,2
ENSMUSG00000026358.14,300,116,62,79
ENSMUSG00000100441.2,16,6,8,14
ENSMUSG00000098509.3,5,0,0,0
ENSMUSG00002075314.1,0,0,0,0
ENSMUSG00000026357.4,58,58,60,16
ENSMUSG00000101049.2,0,2,0,0
ENSMUSG00000065787.3,0,0,0,0
ENSMUSG00002076236.1,0,0,0,0
ENSMUSG00000099617.2,0,0,0,0
