"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"NEAT1",1.05462980607547e-59,-0.884082511210512,0.849,0.915,2.02826404304434e-55,"NEAT1"
"KCTD12",5.90337206417568e-09,-0.887930785211675,0.184,0.272,0.000113533651538227,"KCTD12"
"COX17",2.11308791940636e-23,-0.895602863127173,0.27,0.455,4.06389068660231e-19,"COX17"
"RAC1",3.27621935682665e-54,-0.895832566304458,0.701,0.799,6.300825067049e-50,"RAC1"
"MSN",1.08366743843673e-20,-0.909742468175603,0.253,0.417,2.08410921760152e-16,"MSN"
"TXNDC17",1.50482158996424e-17,-0.911357152639333,0.172,0.317,2.89407288181923e-13,"TXNDC17"
"YWHAZ",1.83628879823104e-27,-0.912871901959454,0.331,0.528,3.53155061675793e-23,"YWHAZ"
"ATG3",2.19034030163801e-15,-0.915314027494833,0.151,0.282,4.21246246811023e-11,"ATG3"
"HSPA1B",1.0967703251183e-38,-0.915515235566957,0.484,0.695,2.10930868926752e-34,"HSPA1B"
"C9orf16",1.54432281086985e-24,-0.918870017112223,0.269,0.449,2.97004162986489e-20,"C9orf16"
"DAZAP2",6.53962900119124e-25,-0.920118459233745,0.307,0.495,1.2577014495091e-20,"DAZAP2"
"CAPZA1",1.9051139170871e-16,-0.922384652455737,0.223,0.362,3.66391508534191e-12,"CAPZA1"
"ATP5E",9.25196713725776e-113,-0.937802977274075,0.808,0.917,1.77933831983741e-108,"ATP5E"
"CAP1",5.15843476106834e-28,-0.938028241964466,0.379,0.54,9.92070173248663e-24,"CAP1"
"DNAJA1",2.21213920941262e-28,-0.939040044518245,0.523,0.674,4.25438612754235e-24,"DNAJA1"
"CMTM6",4.05788056038023e-18,-0.952740295459507,0.313,0.454,7.80411589372326e-14,"CMTM6"
"COX5A",2.11800291789945e-30,-0.953021898955036,0.32,0.516,4.07334321170422e-26,"COX5A"
"CHD1",1.70937689919064e-06,-0.957714212325444,0.214,0.279,0.0328747365252345,"CHD1"
"MGAT1",7.82086757590121e-20,-0.961729859297241,0.265,0.416,1.50410925219732e-15,"MGAT1"
"GTF3A",6.85255922646415e-17,-0.9686346171868,0.2,0.343,1.31788419043359e-12,"GTF3A"
"NAMPT",1.51417858020365e-14,-0.974619624194579,0.508,0.609,2.91206824544766e-10,"NAMPT"
"SPG21",1.71473136169374e-20,-0.984138045915343,0.166,0.325,3.2977713548094e-16,"SPG21"
"LAP3",6.28059290991467e-14,-0.99064445728072,0.186,0.308,1.20788362843479e-09,"LAP3"
"CSTA",1.43471150594298e-11,-0.993469658868853,0.243,0.339,2.75923716822953e-07,"CSTA"
"MCL1",1.37734520976933e-40,-0.994911167996839,0.492,0.692,2.64891030742838e-36,"MCL1"
"KLF6",1.76900569882106e-21,-0.996003624939961,0.656,0.728,3.40215175997266e-17,"KLF6"
"H3F3A",2.46075880805288e-119,-0.998044130031375,0.852,0.934,4.73253133964731e-115,"H3F3A"
"AGPAT2",3.35821141822072e-19,-1.00079099441872,0.134,0.283,6.45851219952209e-15,"AGPAT2"
"TKT",1.20281721740281e-29,-1.0047028207277,0.33,0.508,2.31325807250908e-25,"TKT"
"ATP6V0D1",6.24419082871264e-25,-1.01424150011544,0.212,0.393,1.20088278017801e-20,"ATP6V0D1"
"UBE2J1",1.43399902530988e-14,-1.01911755527938,0.15,0.271,2.75786692547596e-10,"UBE2J1"
"HPCAL1",4.65377795176942e-15,-1.02281526728846,0.135,0.262,8.95014575684295e-11,"HPCAL1"
"IQGAP1",7.45239151971849e-25,-1.04907930431354,0.216,0.397,1.43324393707226e-20,"IQGAP1"
"FTH1",4.22873046269177e-20,-1.05058296063526,1,0.992,8.13269442584882e-16,"FTH1"
"PPP1R2",2.70408254933672e-12,-1.05536002198122,0.194,0.304,5.20049155888439e-08,"PPP1R2"
"RAP1A",1.82152522324934e-30,-1.06302633532626,0.241,0.45,3.50315730935313e-26,"RAP1A"
"GSTO1",3.57720353376265e-28,-1.07280843492223,0.479,0.579,6.87967783613232e-24,"GSTO1"
"FAM177A1",1.74892194797468e-19,-1.08056108243442,0.237,0.385,3.3635266903449e-15,"FAM177A1"
"HSPA1A",6.80062537385431e-57,-1.08789080403035,0.597,0.784,1.30789627189966e-52,"HSPA1A"
"STOM",5.29189319849902e-15,-1.08944397868702,0.304,0.428,1.01773689993533e-10,"STOM"
"MAP3K8",1.96426279538205e-18,-1.09270345396808,0.259,0.404,3.77767020807876e-14,"MAP3K8"
"CIB1",3.24415798179442e-28,-1.09456514081666,0.26,0.447,6.23916463058702e-24,"CIB1"
"RAB11A",4.77220058235793e-22,-1.0977259194982,0.237,0.409,9.17789615999077e-18,"RAB11A"
"UCP2",2.71584821502618e-14,-1.10379340816123,0.147,0.267,5.22311928713835e-10,"UCP2"
"CNPY3",1.59240240257919e-17,-1.10827966426987,0.126,0.26,3.0625083006403e-13,"CNPY3"
"FCGRT",2.17476749674497e-38,-1.11013146048503,0.486,0.615,4.18251284973993e-34,"FCGRT"
"C11orf31",1.62587955729138e-34,-1.1117158643798,0.264,0.48,3.12689156458279e-30,"C11orf31"
"CD44",3.48060037947476e-30,-1.11635235902011,0.346,0.524,6.69389064980585e-26,"CD44"
"RNF130",6.30526703849103e-21,-1.11825148112487,0.188,0.344,1.2126289568426e-16,"RNF130"
"SLC25A5",1.73426313850587e-55,-1.11854462663414,0.439,0.65,3.33533486797449e-51,"SLC25A5"
"CDC42",3.03141160849873e-53,-1.12727428497487,0.426,0.664,5.83001080546476e-49,"CDC42"
"PPP1CA",2.51247554471731e-34,-1.13159048354931,0.273,0.478,4.83199296760033e-30,"PPP1CA"
"IDI1",1.17910877162147e-16,-1.13361784687128,0.16,0.294,2.26766198958241e-12,"IDI1"
"PLA2G16",7.91061037361779e-23,-1.13495582719945,0.164,0.33,1.52136858705417e-18,"PLA2G16"
"CD47",1.8485937845465e-24,-1.14848247929545,0.252,0.424,3.55521556643982e-20,"CD47"
"ACTN4",1.12736206294507e-20,-1.1508534953908,0.157,0.311,2.16814271945596e-16,"ACTN4"
"PTP4A2",6.95821143409856e-25,-1.15264948020685,0.203,0.38,1.33820322300584e-20,"PTP4A2"
"GLIPR2",1.03660187895582e-15,-1.15767837200668,0.172,0.291,1.99359273360783e-11,"GLIPR2"
"JUND",6.32826045137956e-36,-1.15935998937326,0.347,0.557,1.21705105000932e-31,"JUND"
"C20orf24",4.91970570154924e-21,-1.16213110995411,0.145,0.304,9.4615780052195e-17,"C20orf24"
"MYH9",8.87546179061828e-20,-1.1643350366772,0.168,0.32,1.70692881157171e-15,"MYH9"
"QKI",2.72032980005608e-17,-1.16818364456128,0.125,0.255,5.23173827146786e-13,"QKI"
"HSP90AA1",1.86439811453587e-87,-1.17059419953232,0.849,0.936,3.58561045387539e-83,"HSP90AA1"
"VCAN",0.00301249456582939,-1.17883524742539,0.252,0.278,1,"VCAN"
"YWHAH",1.67366273875837e-27,-1.18122526563498,0.294,0.46,3.2187881791801e-23,"YWHAH"
"TXNIP",2.46306830097181e-57,-1.18744138177215,0.678,0.797,4.73697295642898e-53,"TXNIP"
"YPEL5",2.40623075194671e-23,-1.19922496972926,0.26,0.43,4.62766298214391e-19,"YPEL5"
"HLA-E",6.23927261793692e-18,-1.21033836961154,0.721,0.792,1.19993690988163e-13,"HLA-E"
"POMP",1.06581392135131e-72,-1.21192243108833,0.504,0.732,2.04977333354284e-68,"POMP"
"IFNGR2",4.24969618623161e-20,-1.21276529616083,0.113,0.257,8.17301570536063e-16,"IFNGR2"
"ETS2",2.99865054409179e-31,-1.22444846404436,0.307,0.498,5.76700472639733e-27,"ETS2"
"CLIC1",2.34045120618782e-80,-1.22738548043291,0.543,0.751,4.50115575974042e-76,"CLIC1"
"NOP10",1.069501965637e-51,-1.22806680985169,0.371,0.597,2.05686618031308e-47,"NOP10"
"KDM6B",4.10288335212812e-17,-1.240240855901,0.141,0.271,7.89066526281281e-13,"KDM6B"
"CCNH",4.42715621528903e-16,-1.25720810102136,0.151,0.277,8.51430683324386e-12,"CCNH"
"GLRX",5.73160710291945e-26,-1.27083086984442,0.249,0.406,1.10230267803347e-21,"GLRX"
"FKBP1A",5.92973113378774e-47,-1.28604511888549,0.486,0.666,1.14040589165006e-42,"FKBP1A"
"AP2S1",7.07442038216021e-47,-1.28809218403632,0.347,0.567,1.36055252789705e-42,"AP2S1"
"HLA-A",6.68984878177092e-79,-1.30705067660488,0.736,0.886,1.28659171771018e-74,"HLA-A"
"MIDN",1.91171217037974e-27,-1.31033863567517,0.186,0.369,3.67660484607432e-23,"MIDN"
"MFSD1",2.14347382952375e-24,-1.31636896228458,0.12,0.285,4.12232886894007e-20,"MFSD1"
"H2AFY",1.14402312242757e-40,-1.31715331371922,0.297,0.503,2.2001852690527e-36,"H2AFY"
"SERPINB1",7.44089654782574e-34,-1.31886516991089,0.271,0.48,1.43103322407785e-29,"SERPINB1"
"EIF4EBP1",2.74277703756856e-22,-1.32814075670887,0.101,0.252,5.27490879865185e-18,"EIF4EBP1"
"SLC2A3",6.80629965104386e-27,-1.33192758535993,0.232,0.404,1.30898754888876e-22,"SLC2A3"
"MOB1A",5.36761402589983e-27,-1.33397011965034,0.159,0.339,1.03229952946105e-22,"MOB1A"
"BST2",4.05574440367925e-33,-1.35030830518221,0.211,0.422,7.80000763715594e-29,"BST2"
"SYAP1",8.26150346622652e-22,-1.35100345007819,0.192,0.35,1.58885234662468e-17,"SYAP1"
"TUBA1C",1.82535750948821e-25,-1.36086640682187,0.111,0.28,3.51052756224773e-21,"TUBA1C"
"GRB2",4.17769230820024e-25,-1.36309783339723,0.143,0.311,8.0345378471307e-21,"GRB2"
"NPC2",2.28937901324783e-69,-1.37204217711284,0.737,0.771,4.40293371827822e-65,"NPC2"
"EMP3",4.41555250252818e-45,-1.38644246642815,0.464,0.627,8.49199057286219e-41,"EMP3"
"SDCBP",2.25563301539647e-86,-1.39985771659849,0.485,0.722,4.3380334152105e-82,"SDCBP"
"RHOG",2.27144356652528e-28,-1.40953075412973,0.164,0.347,4.36844026714141e-24,"RHOG"
"TMSB10",4.6897300272148e-181,-1.41212080765014,0.967,0.982,9.01928878833951e-177,"TMSB10"
"PRR13",2.41733083524837e-49,-1.41318590445213,0.261,0.511,4.64901066234966e-45,"PRR13"
"SYNGR2",2.84478891199494e-42,-1.43415977338091,0.139,0.382,5.47109803554868e-38,"SYNGR2"
"PON2",4.24637920481701e-12,-1.43657303045353,0.173,0.276,8.16663648670408e-08,"PON2"
"BTG1",1.14218289126513e-57,-1.44030698050322,0.782,0.883,2.1966461364811e-53,"BTG1"
"OAZ1",7.10488975087256e-160,-1.44823981911385,0.757,0.889,1.36641239688781e-155,"OAZ1"
"BAZ1A",1.77858203483928e-25,-1.45800118008417,0.113,0.281,3.42056896940291e-21,"BAZ1A"
"RGS2",3.95849869646194e-12,-1.46784602369919,0.38,0.447,7.6129846930356e-08,"RGS2"
"APOE",4.29082955412419e-08,-1.4891476381904,0.323,0.392,0.000825212339849164,"APOE"
"MAT2A",7.26949461410837e-23,-1.49737384824877,0.174,0.333,1.39806920418532e-18,"MAT2A"
"TPM3",1.54683546400397e-68,-1.5037104947743,0.323,0.607,2.97487396437243e-64,"TPM3"
"TPP1",1.30279318468471e-29,-1.50497134346817,0.114,0.3,2.50553185278564e-25,"TPP1"
"PLSCR1",3.77052129447333e-33,-1.52036169632718,0.181,0.38,7.2514665535311e-29,"PLSCR1"
"ARPC3",1.61882653779224e-111,-1.52047137826587,0.514,0.762,3.11332719748204e-107,"ARPC3"
"ARF6",1.20004049077988e-37,-1.52832611950102,0.203,0.419,2.30791787186787e-33,"ARF6"
"ATP6V0B",4.39778366767366e-72,-1.54117080925603,0.327,0.606,8.45781754966998e-68,"ATP6V0B"
"CD9",1.51829062716592e-43,-1.55495078515187,0.331,0.529,2.91997653416549e-39,"CD9"
"PHLDA1",3.26145133074524e-22,-1.56996219537138,0.178,0.326,6.27242319928925e-18,"PHLDA1"
"ACTR2",5.03506704391381e-51,-1.60110783026577,0.2,0.465,9.68344093885504e-47,"ACTR2"
"ATP6V1F",2.47553869562361e-66,-1.60135173400179,0.353,0.607,4.76095601942333e-62,"ATP6V1F"
"UBE2D1",5.23742051437955e-26,-1.6023157558273,0.104,0.269,1.00726071332547e-21,"UBE2D1"
"GNAQ",1.35080055959829e-30,-1.60510308030405,0.117,0.304,2.59785963621942e-26,"GNAQ"
"CTSB",1.57157618113747e-46,-1.61139382350077,0.422,0.572,3.02245531156359e-42,"CTSB"
"PSMB8",8.18781876990756e-34,-1.63389998457004,0.158,0.359,1.57468130582862e-29,"PSMB8"
"CKLF",3.11813129772397e-33,-1.63760223540321,0.131,0.33,5.99679011178275e-29,"CKLF"
"STK17B",1.47639536759734e-22,-1.6566981813199,0.139,0.292,2.8394035709632e-18,"STK17B"
"BAX",7.06678171778424e-45,-1.68573980066352,0.155,0.4,1.35908345996427e-40,"BAX"
"GNAI2",7.08656299977801e-41,-1.69953472478264,0.165,0.389,1.36288779611731e-36,"GNAI2"
"ARPC2",1.56425147714213e-150,-1.70041709120737,0.461,0.792,3.00836844083974e-146,"ARPC2"
"ASAH1",4.04743862645886e-81,-1.70252824474608,0.35,0.619,7.78403396640567e-77,"ASAH1"
"CLEC2B",4.04553293365303e-46,-1.71145758401789,0.254,0.486,7.78036893800152e-42,"CLEC2B"
"SLC9A3R2",0.277090604983505,-1.71600333564076,0.269,0.257,1,"SLC9A3R2"
"PTP4A1",4.66742598785996e-35,-1.72599632138613,0.112,0.317,8.97639365985228e-31,"PTP4A1"
"ADGRE5",1.35025678636818e-27,-1.72949924817766,0.098,0.269,2.59681385154328e-23,"ADGRE5"
"MRPL14",1.03245544770133e-32,-1.74082289316085,0.139,0.335,1.9856183170192e-28,"MRPL14"
"PLEKHB2",2.15243157692885e-34,-1.74198061515157,0.086,0.283,4.13955640874957e-30,"PLEKHB2"
"B2M",6.36392632529231e-259,-1.7467459178374,0.995,0.999,1.22391031088022e-254,"B2M"
"HLA-C",4.02325943296422e-141,-1.74801362825168,0.806,0.929,7.73753254147678e-137,"HLA-C"
"PPP2R5C",2.78136921646408e-21,-1.75438863625272,0.107,0.25,5.34912927710372e-17,"PPP2R5C"
"CTSZ",2.58277600218158e-36,-1.75809040751912,0.14,0.345,4.96719480739562e-32,"CTSZ"
"PFN1",2.51868445028293e-184,-1.76104484493277,0.693,0.902,4.84393393478413e-180,"PFN1"
"S100A10",4.23459160632047e-114,-1.79665116773592,0.625,0.803,8.14396657727553e-110,"S100A10"
"FTL",2.92868566169962e-50,-1.80054618434779,0.998,0.991,5.63244826458071e-46,"FTL"
"CARD16",1.72982814343954e-33,-1.80059677221632,0.112,0.306,3.32680548546293e-29,"CARD16"
"RILPL2",7.4938573406314e-42,-1.82745534822691,0.141,0.372,1.44121864375023e-37,"RILPL2"
"ELF1",4.23878132838017e-53,-1.8374283325875,0.224,0.489,8.15202425074073e-49,"ELF1"
"TYMP",1.42960971071513e-56,-1.84218928932889,0.218,0.484,2.74942539564734e-52,"TYMP"
"RAB31",5.94071201226893e-38,-1.84500943532817,0.115,0.329,1.14251773419956e-33,"RAB31"
"CSTB",1.19262303623727e-78,-1.86013300725905,0.418,0.644,2.29365262329151e-74,"CSTB"
"HSPH1",2.56038729908382e-45,-1.8622131275073,0.143,0.386,4.924136853598e-41,"HSPH1"
"PLIN2",1.16241339163509e-55,-1.86948938834777,0.297,0.533,2.23555343479261e-51,"PLIN2"
"HBEGF",6.80202376346584e-35,-1.87338217936387,0.139,0.34,1.30816521018975e-30,"HBEGF"
"FAM96A",1.00954701163325e-34,-1.90040322339815,0.093,0.291,1.94156081277306e-30,"FAM96A"
"CCND3",6.11585888081414e-40,-1.90458679559329,0.115,0.34,1.17620197995817e-35,"CCND3"
"PIM3",8.28400718367665e-30,-1.91488660049125,0.099,0.274,1.59318026156469e-25,"PIM3"
"PSMB9",4.20846624617212e-35,-1.92074771503026,0.127,0.328,8.09372228463823e-31,"PSMB9"
"LEPROTL1",1.77158474922999e-38,-1.92282646903719,0.126,0.343,3.40711178971912e-34,"LEPROTL1"
"AP1S2",1.42628601095206e-45,-1.92380784965451,0.134,0.375,2.74303325626301e-41,"AP1S2"
"GLIPR1",1.51446234477721e-33,-1.96133734112176,0.098,0.29,2.91261398147553e-29,"GLIPR1"
"IER5",9.60145113899811e-29,-1.96375380747955,0.084,0.253,1.84655108305212e-24,"IER5"
"BRI3",1.8465243201662e-72,-1.96527408243784,0.204,0.516,3.55123557254363e-68,"BRI3"
"KLF2",2.40525918218409e-25,-1.9684861961713,0.12,0.275,4.62579445917644e-21,"KLF2"
"RNF149",4.50735287568872e-54,-1.98372404594534,0.155,0.418,8.66854105052454e-50,"RNF149"
"S100A11",2.57864252539303e-116,-2.00076764694078,0.686,0.813,4.95924530483588e-112,"S100A11"
"TSPO",8.99893984914382e-120,-2.01111214834263,0.362,0.696,1.73067611178734e-115,"TSPO"
"RNASET2",2.27884901514052e-50,-2.03785502982056,0.117,0.37,4.38268242591824e-46,"RNASET2"
"IVNS1ABP",2.97180333383231e-29,-2.04302157109895,0.105,0.277,5.7153721716263e-25,"IVNS1ABP"
"GRN",3.87564386213456e-61,-2.04726546188986,0.393,0.597,7.45363827565718e-57,"GRN"
"GPX1",1.96000145424758e-132,-2.04950648065865,0.577,0.783,3.76947479680895e-128,"GPX1"
"FOSL2",1.29818360537317e-36,-2.06093874299909,0.117,0.319,2.49666670985368e-32,"FOSL2"
"ATP1B3",5.68053775097183e-86,-2.10944111650367,0.306,0.616,1.0924810202669e-81,"ATP1B3"
"EPAS1",7.65616415339244e-08,-2.15640621175705,0.297,0.36,0.00147243348998043,"EPAS1"
"LRRFIP1",1.13262673707289e-101,-2.16422446068765,0.177,0.567,2.17826774073857e-97,"LRRFIP1"
"PGD",2.00940338251499e-39,-2.17019081883216,0.08,0.289,3.86448458525283e-35,"PGD"
"GPCPD1",1.65132368052433e-40,-2.18734166171824,0.082,0.298,3.1758257023844e-36,"GPCPD1"
"ZNF331",1.02293846439482e-40,-2.19813140480259,0.139,0.352,1.96731525472412e-36,"ZNF331"
"TFRC",2.45743184668099e-33,-2.20389433263901,0.069,0.254,4.72613292753688e-29,"TFRC"
"LTA4H",5.90099375612408e-62,-2.21582024918482,0.144,0.425,1.13487911917778e-57,"LTA4H"
"CHMP1B",1.67221022338019e-51,-2.23100283386084,0.181,0.435,3.21599470160477e-47,"CHMP1B"
"REL",8.38999980164301e-44,-2.25672307439638,0.139,0.368,1.61356476185198e-39,"REL"
"FXYD5",1.05484792495169e-97,-2.26373928915873,0.163,0.542,2.02868352926708e-93,"FXYD5"
"RGS10",2.73554467093841e-39,-2.27133018657451,0.075,0.282,5.26099951114875e-35,"RGS10"
"ID1",1.03600234797661e-22,-2.27884704447698,0.188,0.332,1.99243971562862e-18,"ID1"
"CTSD",7.9968422849825e-59,-2.29421022720922,0.486,0.647,1.53795270824783e-54,"CTSD"
"VASP",3.47394467822298e-48,-2.3135568798253,0.081,0.321,6.68109040515844e-44,"VASP"
"C4orf48",1.47568958936403e-41,-2.31731289828562,0.053,0.265,2.8380462182649e-37,"C4orf48"
"CPVL",1.57961113384122e-37,-2.33002503013253,0.058,0.255,3.03790813260343e-33,"CPVL"
"HN1",2.49997979092352e-57,-2.3459333643275,0.092,0.363,4.80796113390412e-53,"HN1"
"SH3BGRL3",1.68191377853483e-148,-2.35228240362757,0.458,0.765,3.23465657887819e-144,"SH3BGRL3"
"ISG15",6.96894524287455e-36,-2.38171580549352,0.099,0.296,1.34026754910963e-31,"ISG15"
"SH3BP5",1.36724341717209e-39,-2.41372785781106,0.079,0.289,2.62948253990537e-35,"SH3BP5"
"LY96",4.61926351607827e-50,-2.47700715584494,0.086,0.329,8.88376759412173e-46,"LY96"
"NR4A2",7.12893318143619e-60,-2.47796349903934,0.143,0.419,1.37103642945381e-55,"NR4A2"
"CD68",5.62798448747047e-44,-2.48489937155908,0.225,0.418,1.08237397663032e-39,"CD68"
"ALCAM",7.0925835054111e-48,-2.49310879152401,0.048,0.282,1.36404565976066e-43,"ALCAM"
"NUP214",1.18409555285128e-36,-2.49682520687251,0.06,0.252,2.27725256724359e-32,"NUP214"
"GCHFR",5.28685133415035e-32,-2.5216947699762,0.132,0.312,1.0167672485838e-27,"GCHFR"
"SRGN",4.28248711858998e-172,-2.59230570010392,0.499,0.802,8.23607922647225e-168,"SRGN"
"CXCL2",8.12818527069405e-62,-2.60932766314091,0.194,0.468,1.56321259125988e-57,"CXCL2"
"TNFAIP3",3.00290046113795e-52,-2.62420925432241,0.108,0.361,5.7751781668605e-48,"TNFAIP3"
"SGK1",1.1469587605438e-52,-2.62504496816109,0.107,0.364,2.20583108827784e-48,"SGK1"
"CYBA",6.91184457698253e-159,-2.67469132829408,0.422,0.735,1.32928594904528e-154,"CYBA"
"GCA",5.73188254350293e-56,-2.67870835390757,0.068,0.331,1.10235565076648e-51,"GCA"
"CREM",1.08616487369619e-52,-2.68477932057164,0.124,0.374,2.08891228509251e-48,"CREM"
"ARPC1B",2.24200251424953e-155,-2.69279460152097,0.198,0.655,4.31181923540471e-151,"ARPC1B"
"HLA-B",2.22404227057912e-277,-2.69518613032256,0.437,0.908,4.27727809477777e-273,"HLA-B"
"CD83",2.41030884363234e-68,-2.69926800055397,0.097,0.399,4.63550596807371e-64,"CD83"
"FCN3",1.26995828856957e-07,-2.72080470177761,0.247,0.323,0.002442383780577,"FCN3"
"ARHGDIB",9.18214833337093e-133,-2.81029802203248,0.153,0.594,1.7659107674739e-128,"ARHGDIB"
"CPM",5.08854285866591e-64,-2.81611065007154,0.051,0.337,9.78628562578628e-60,"CPM"
"PLAUR",2.98215371113528e-74,-2.82997547271246,0.17,0.475,5.73527801725537e-70,"PLAUR"
"ACSL1",8.02788553339265e-70,-2.84502222580804,0.062,0.37,1.54392294578207e-65,"ACSL1"
"CD55",1.2142416521419e-94,-2.85641159146063,0.132,0.504,2.3352295453993e-90,"CD55"
"RAB11FIP1",1.80195997676805e-41,-2.88325219809574,0.047,0.254,3.46552942732031e-37,"RAB11FIP1"
"CXCL16",1.710317539863e-67,-2.88926617341069,0.073,0.366,3.28928269266452e-63,"CXCL16"
"PYCARD",2.1763479469073e-84,-2.88940167702814,0.101,0.438,4.18555237149213e-80,"PYCARD"
"VAMP8",4.01263347295907e-170,-2.96292763924599,0.168,0.661,7.71709669519489e-166,"VAMP8"
"CKS2",1.4170596407937e-50,-2.98122197940861,0.072,0.313,2.72528910117444e-46,"CKS2"
"ARHGAP18",3.33245357514282e-53,-2.99065890624688,0.047,0.294,6.40897471571468e-49,"ARHGAP18"
"ARL4A",1.83478236567072e-88,-2.99192557953617,0.094,0.447,3.52865344565792e-84,"ARL4A"
"SLPI",1.30562832555409e-08,-2.99930273296671,0.254,0.326,0.000251098439570562,"SLPI"
"FAM49B",5.27027288018948e-69,-3.02073375012231,0.059,0.36,1.01357888031804e-64,"FAM49B"
"CAPG",8.07812765489482e-76,-3.05547085921557,0.121,0.427,1.55358551058937e-71,"CAPG"
"CTSH",1.07614497412365e-92,-3.09429160696479,0.094,0.461,2.06964201423461e-88,"CTSH"
"ACP5",3.22276043449874e-51,-3.15277221262296,0.102,0.341,6.19801286762797e-47,"ACP5"
"COTL1",2.17777796799259e-99,-3.16251277108814,0.111,0.481,4.18830258804334e-95,"COTL1"
"SLC7A7",9.01621350583434e-55,-3.18168649146867,0.047,0.295,1.73399818144206e-50,"SLC7A7"
"IFI27",3.52793549244309e-31,-3.25565820706122,0.155,0.324,6.78492553906656e-27,"IFI27"
"THBD",2.06492789332757e-81,-3.31149885128236,0.066,0.401,3.97126932444758e-77,"THBD"
"SLC11A1",2.83364507579087e-68,-3.32185070665269,0.048,0.342,5.44966620976099e-64,"SLC11A1"
"FABP4",7.24083253543112e-25,-3.34628810099777,0.12,0.266,1.39255691321411e-20,"FABP4"
"CXCL8",5.93009907730235e-56,-3.37939238780875,0.066,0.324,1.14047665454679e-51,"CXCL8"
"APOC1",8.88841311488799e-31,-3.40941079046022,0.238,0.398,1.70941961025526e-26,"APOC1"
"PTPRE",9.66772498151688e-59,-3.41487289561917,0.04,0.301,1.85929686844533e-54,"PTPRE"
"TM4SF1",1.23855699336788e-40,-3.43114187140456,0.078,0.282,2.3819928096451e-36,"TM4SF1"
"NCF2",1.40271661184982e-53,-3.46572105469651,0.028,0.268,2.69770458790958e-49,"NCF2"
"ABRACL",7.45333968379446e-72,-3.47598168795355,0.039,0.342,1.43342628798735e-67,"ABRACL"
"ARRB2",9.03996498537493e-65,-3.50570095811646,0.038,0.318,1.73856606598731e-60,"ARRB2"
"TREM1",4.15247211724365e-59,-3.51289478071675,0.034,0.294,7.98603437588299e-55,"TREM1"
"RNASE1",3.41293527104256e-97,-3.52895578222859,0.152,0.505,6.56375711326905e-93,"RNASE1"
"ISG20",4.23169629576346e-48,-3.55945569248849,0.042,0.267,8.13839831601229e-44,"ISG20"
"HLA-DMA",9.31424611621134e-110,-3.5601233718928,0.082,0.48,1.79131581306976e-105,"HLA-DMA"
"PECAM1",9.49384270333361e-74,-3.58710719312657,0.06,0.374,1.82585582870512e-69,"PECAM1"
"SLC16A3",3.11994455044636e-56,-3.59442621487194,0.028,0.277,6.00027735941843e-52,"SLC16A3"
"STX11",9.45315030610476e-50,-3.59610292608163,0.028,0.255,1.81802986687007e-45,"STX11"
"LSP1",1.73317269662459e-57,-3.62204556444599,0.04,0.295,3.3332377301484e-53,"LSP1"
"SFTPB",0.00103269106027279,-3.63182441228168,0.252,0.278,1,"SFTPB"
"CD52",5.75091825096106e-72,-3.63219848442849,0.114,0.41,1.10601659802483e-67,"CD52"
"UPP1",3.46751449564807e-99,-3.64923825294752,0.062,0.438,6.66872387803036e-95,"UPP1"
"HPGD",2.11792010651098e-48,-3.65701095515027,0.031,0.255,4.07318394884192e-44,"HPGD"
"PHACTR1",2.99025898258258e-62,-3.66400783111106,0.027,0.297,5.75086607530282e-58,"PHACTR1"
"SFTPC",2.72701169529279e-06,-3.68564355273519,0.87,0.722,0.0524458889238709,"SFTPC"
"HLA-DPA1",1.1459175999818e-129,-3.68774493690779,0.167,0.582,2.20382872828499e-125,"HLA-DPA1"
"HCLS1",1.21877399494458e-66,-3.69310795381267,0.033,0.318,2.34394614707742e-62,"HCLS1"
"C1QA",8.17690192831994e-62,-3.75882646708612,0.233,0.469,1.57258177885449e-57,"C1QA"
"HLA-DPB1",1.06891702940273e-127,-3.76593369073298,0.166,0.576,2.05574123094732e-123,"HLA-DPB1"
"FCGR3A",9.92717957899556e-67,-3.79361074473147,0.033,0.316,1.90919517663243e-62,"FCGR3A"
"CXCL3",2.10939143122523e-70,-3.82561876914584,0.098,0.397,4.05678160053236e-66,"CXCL3"
"FABP5",1.75907141611715e-105,-3.84289032902706,0.111,0.488,3.38304614747651e-101,"FABP5"
"CTSS",1.10248257956764e-144,-3.87336441571452,0.098,0.563,2.12029449702449e-140,"CTSS"
"S100A8",2.70713593511384e-59,-3.87804800493852,0.119,0.391,5.20636383041094e-55,"S100A8"
"S100A9",5.43826969488478e-104,-3.88123553524161,0.137,0.518,1.04588802772024e-99,"S100A9"
"ALOX5AP",4.93913075891937e-81,-3.88139439138663,0.114,0.43,9.49893627555373e-77,"ALOX5AP"
"LGALS9",1.26383430672215e-53,-3.89084154554041,0.025,0.262,2.43060613868804e-49,"LGALS9"
"SERPINA1",7.50026399241292e-92,-3.89235574206046,0.054,0.41,1.44245077102085e-87,"SERPINA1"
"CRIP1",7.92529339872267e-64,-3.90630702015144,0.057,0.334,1.52419242644234e-59,"CRIP1"
"GMFG",1.8820233474448e-159,-3.91670462720262,0.075,0.578,3.61950730180583e-155,"GMFG"
